City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,matamey,13.4231,8.4749,18.77,15,64,4.32,NE,1738455062
361,dukhovnitskoye,52.4828,48.2137,-0.51,94,100,4.27,RU,1738455064
362,kolpashevo,58.3131,82.9089,-16.79,95,100,2.86,RU,1738455065
363,halifax,44.6453,-63.5724,-12.03,80,59,4.69,CA,1738454911
364,kapit,2.0167,112.9333,22.09,100,100,0.33,MY,1738455069
365,dolhasca,47.4333,26.6,-1.17,85,19,1.29,RO,1738455070
366,grand rapids,42.9634,-85.6681,-3.79,73,100,6.17,US,1738454907
367,kollegal,12.15,77.1167,18.52,85,96,0.94,IN,1738455073
368,karratha,-20.7377,116.8463,32.11,64,60,2.67,AU,1738455074
369,sabang,5.8933,95.3214,26.93,69,99,3.14,ID,1738455075
370,yuzhno-kurilsk,44.0306,145.8556,-2.42,72,100,4.69,RU,1738455076
371,kavieng,-2.5744,150.7967,29.97,65,94,6.45,PG,1738455077
372,praia,14.9215,-23.5087,20.26,72,2,10.13,CV,1738455078
373,darwha,20.3167,77.7667,21.45,42,13,0.96,IN,1738455079
374,mount pleasant,32.7941,-79.8626,13.88,82,0,0.0,US,1738455012
375,toamasina,-18.1667,49.3833,25.9,86,100,1.66,MG,1738455082
376,dursunbey,39.586,28.6257,5.91,93,3,1.39,TR,1738455084
377,veinticinco de mayo,-35.4323,-60.1727,29.76,28,9,4.09,AR,1738455085
378,phan rang-thap cham,11.5667,108.9833,20.53,70,41,1.79,VN,1738455086
379,shalqar,47.8333,59.6,-5.95,100,100,0.78,KZ,1738455087
380,ankang,32.68,109.0172,4.68,79,100,0.83,CN,1738455088
381,ashmyany,54.425,25.9378,-0.33,86,98,5.92,BY,1738455089
382,esquel,-42.9,-71.3167,14.68,33,11,3.62,AR,1738454886
383,roxas,11.5853,122.7511,26.44,84,6,3.18,PH,1738455091
384,trujillo,-8.116,-79.03,19.98,88,75,4.12,PE,1738454675
385,papao,-17.75,-149.55,30.82,71,99,4.0,PF,1738455094
386,fang,19.9169,99.2145,13.14,59,50,0.83,TH,1738455095
387,pimentel,-6.8367,-79.9342,23.16,73,75,7.72,PE,1738455096
388,fort mcmurray,56.7268,-111.381,-22.27,70,100,5.66,CA,1738455097
389,tamanrasset,22.785,5.5228,10.95,22,0,2.57,DZ,1738455098
390,rajapur,25.3833,81.15,15.42,51,0,1.66,IN,1738455099
391,dapaong,10.8639,0.205,24.82,17,71,2.79,TG,1738455102
392,shetpe,44.1667,52.1167,0.7,70,0,4.09,KZ,1738455103
393,al abyar,32.19,20.5965,11.68,56,99,6.13,LY,1738455104
394,masterton,-40.9597,175.6575,21.62,48,84,3.47,NZ,1738455105
395,genhe,50.7833,121.5167,-30.26,99,100,0.61,CN,1738455108
396,turpan,42.9333,89.1667,-3.11,50,0,1.17,CN,1738455109
397,merizo village,13.2658,144.6691,28.88,82,57,8.67,GU,1738455110
398,knutsford,53.3029,-2.3748,6.81,85,100,3.09,GB,1738455111
399,nurota,40.5614,65.6886,-0.96,73,6,2.51,UZ,1738455113
400,sola,-13.8833,167.55,28.34,75,100,9.48,VU,1738455114
401,ust'-ilimsk,58.0006,102.6619,-33.32,100,34,0.95,RU,1738455115
402,cestos city,5.46,-9.5828,26.83,85,98,3.12,LR,1738455116
403,el alto,-4.2714,-81.2147,20.9,84,95,3.24,PE,1738455117
404,sassandra,4.95,-6.0833,26.03,87,15,1.83,CI,1738455118
405,tofol,5.3248,163.0078,26.88,83,100,6.17,FM,1738455121
406,bratske,47.865,31.5731,0.66,83,6,3.29,UA,1738455122
407,mel'nikovo,56.5558,84.085,-17.08,94,100,2.26,RU,1738455123
408,semnan,35.5729,53.3971,2.45,39,52,1.44,IR,1738455124
409,kiama,-34.6833,150.8667,27.36,70,22,3.13,AU,1738455125
410,yemetsk,63.4721,41.7941,-5.07,93,100,3.48,RU,1738455129
411,sarh,9.1429,18.3923,24.98,19,32,2.03,TD,1738455130
412,vallenar,-28.5708,-70.7581,23.33,54,0,2.23,CL,1738455131
413,tongshan,34.1805,117.1571,2.98,76,92,1.08,CN,1738455132
414,hirara,24.8,125.2833,20.35,79,97,9.28,JP,1738455133
415,gwadar,25.1216,62.3254,17.1,33,0,5.8,PK,1738455135
416,male,4.1748,73.5089,27.21,80,100,5.67,MV,1738455136
417,labytnangi,66.6572,66.4183,-22.57,95,99,6.63,RU,1738455137
418,muroto-misakicho,33.2833,134.15,10.08,79,100,4.32,JP,1738455139
419,dedovichi,57.5517,29.9502,-0.38,85,100,5.3,RU,1738455140
420,howrah,22.5892,88.3103,22.0,94,40,0.0,IN,1738455141
421,newman,37.3138,-121.0208,15.59,75,100,1.79,US,1738455142
422,ixtlahuacan del rio,20.8667,-103.25,24.07,20,32,1.35,MX,1738455143
423,mahajanga,-15.7167,46.3167,25.92,86,100,5.53,MG,1738455144
424,villa gesell,-37.2639,-56.973,19.73,82,42,4.27,AR,1738455145
425,balezino,57.9796,53.0106,-2.71,96,100,3.36,RU,1738455147
426,gizo,-8.103,156.8419,29.81,67,100,5.24,SB,1738455148
427,la ronge,55.1001,-105.2842,-14.14,96,100,2.59,CA,1738455149
428,vilyuysk,63.7553,121.6247,-41.86,100,70,1.6,RU,1738455150
429,aldama,22.9167,-98.0667,19.82,53,25,3.2,MX,1738455151
430,stornoway,58.2093,-6.3865,8.98,92,100,9.26,GB,1738455155
431,puerto deseado,-47.7503,-65.8938,15.65,75,55,13.2,AR,1738455157
432,nikolayevsk-on-amure,53.1406,140.73,-17.72,87,100,0.89,RU,1738455158
433,afaahiti,-17.75,-149.2833,26.45,79,97,4.95,PF,1738455159
434,cabo san lucas,22.8909,-109.9124,23.17,28,0,2.57,MX,1738455160
435,susanville,40.4163,-120.653,5.91,88,100,2.57,US,1738455161
436,port saint john's,-31.6229,29.5448,23.06,92,99,4.01,ZA,1738455163
437,melekeok village,7.4957,134.6367,30.31,70,75,6.69,PW,1738455164
438,estherville,43.4016,-94.8328,2.53,71,100,10.29,US,1738455165
439,vishnyeva,54.7122,26.5225,-0.71,92,99,4.37,BY,1738455167
440,el jadid,33.2549,-8.506,13.21,74,45,2.15,MA,1738455168
441,harstad,68.799,16.5293,0.09,90,69,3.46,NO,1738455169
442,kingston,17.997,-76.7936,25.65,86,12,1.28,JM,1738455092
443,preobrazheniye,42.9019,133.9064,-7.13,52,24,1.61,RU,1738455171
444,katsuura,35.1333,140.3,7.85,92,100,9.52,JP,1738455173
445,sinan,34.8262,126.1086,4.05,66,100,10.52,KR,1738455175
446,chadan,51.2833,91.5833,-24.32,94,99,1.47,RU,1738455176
447,peterhead,57.5058,-1.7981,6.23,83,100,10.99,GB,1738455177
448,port augusta,-32.5,137.7667,35.77,16,2,2.37,AU,1738455178
449,camacupa,-12.0167,17.4833,16.78,95,100,0.74,AO,1738455179
450,susuman,62.7833,148.1667,-43.11,99,82,0.27,RU,1738455181
451,nuriootpa,-34.4833,139.0,35.13,18,0,2.78,AU,1738455182
452,castillos,-34.1667,-53.8333,20.98,94,4,2.17,UY,1738455183
453,linhares,-19.3911,-40.0722,23.73,94,98,2.24,BR,1738454946
454,maine soroa,13.2114,12.0241,19.4,14,91,4.76,NE,1738455186
455,baotou,40.6522,109.8222,-10.9,76,16,3.47,CN,1738455187
456,nouadhibou,20.931,-17.0347,16.99,72,0,9.26,MR,1738455189
457,hasaki,35.7333,140.8333,7.74,89,100,8.63,JP,1738455065
458,standerton,-26.9337,29.2415,15.28,95,98,1.23,ZA,1738455191
459,sao jose de ribamar,-2.5619,-44.0542,26.28,83,100,5.9,BR,1738455193
460,san julian,21.0167,-102.1667,21.61,22,13,2.74,MX,1738455194
461,paoua,7.2427,16.4406,21.74,23,55,1.77,CF,1738455195
462,zouerate,22.7187,-12.4521,13.7,16,0,4.27,MR,1738455196
463,willemstad,12.1084,-68.9335,27.1,76,35,9.01,CW,1738454936
464,nokia,61.4667,23.5,-1.37,93,100,2.57,FI,1738455199
465,fairport,43.0987,-77.4419,-11.44,82,98,1.3,US,1738455200
466,taro,-8.3862,115.28,21.54,94,100,0.95,ID,1738455202
467,huoqiu chengguanzhen,32.3547,116.2939,5.09,89,100,2.7,CN,1738455203
468,latehar,23.75,84.5,15.39,45,5,0.39,IN,1738455204
469,puerto carreno,6.189,-67.4859,29.99,54,0,4.07,CO,1738455205
470,pacific grove,36.6177,-121.9166,16.47,94,100,6.71,US,1738454924
471,el calafate,-50.3408,-72.2768,13.73,58,32,2.95,AR,1738455208
472,oliver,49.1831,-119.5524,-0.95,83,94,1.34,CA,1738455209
473,illushi,6.6667,6.6308,26.72,75,20,2.47,NG,1738455210
474,mount gambier,-37.8333,140.7667,30.32,35,14,1.61,AU,1738455135
475,sittwe,20.15,92.9,19.24,83,27,4.08,MM,1738455213
476,sheopur,25.6667,76.7,14.73,37,0,1.0,IN,1738455214
477,salalah,17.0151,54.0924,16.05,21,0,2.06,OM,1738455215
478,nguigmi,14.2495,13.1092,18.8,22,88,5.76,NE,1738455216
479,puerto colombia,10.9878,-74.9547,27.05,84,68,11.48,CO,1738455217
480,baie-comeau,49.2168,-68.1489,-17.64,76,15,5.78,CA,1738455158
481,prado,-17.3411,-39.2208,26.2,81,1,5.28,BR,1738455219
482,bobo-dioulasso,11.1771,-4.2979,23.65,16,93,2.49,BF,1738455222
483,guerrero negro,27.9769,-114.0611,17.65,59,42,5.95,MX,1738455223
484,itanagar,27.1,93.6167,12.04,75,66,1.76,IN,1738455225
485,mitu,1.1983,-70.1733,22.92,97,92,1.09,CO,1738455226
486,klaksvik,62.2266,-6.589,6.41,95,100,4.32,FO,1738455227
487,safi,32.1667,-8.8333,9.2,80,5,2.94,MA,1738455228
488,champerico,14.3,-91.9167,28.47,67,36,3.25,GT,1738455229
489,general acha,-37.377,-64.6043,25.78,58,26,1.73,AR,1738455230
490,brooks,50.5834,-111.8851,-17.2,77,100,6.94,CA,1738455231
491,kiunga,-6.1219,141.2906,25.63,85,100,1.55,PG,1738455233
492,holyhead,53.3062,-4.6321,8.0,76,75,11.32,GB,1738455234
493,dauphin,51.1494,-100.0502,-10.92,67,100,5.14,CA,1738455235
494,aykhal,66.0,111.5,-36.9,100,96,2.99,RU,1738455236
495,strezhevoy,60.7333,77.5889,-16.21,98,100,1.96,RU,1738455195
496,wanning,18.8003,110.3967,19.82,92,54,0.93,CN,1738455238
497,kourou,5.1552,-52.6478,23.86,90,67,3.25,GF,1738455167
498,galle,6.0367,80.217,23.78,88,85,2.6,LK,1738455241
499,kone,-21.0595,164.8658,31.25,58,99,3.9,NC,1738455244
500,kingscliff,-28.2667,153.5667,27.19,65,40,7.72,AU,1738455245
501,gao,16.6362,1.637,21.57,16,100,4.13,ML,1738455246
502,hantsavichy,52.758,26.43,-1.18,92,99,3.7,BY,1738455247
503,pratapgarh,24.0333,74.7833,13.75,41,0,2.0,IN,1738455248
504,hammerfest,70.6634,23.6821,1.25,75,100,4.12,NO,1738455249
505,uliastay,47.7417,96.8444,-24.87,80,85,2.9,MN,1738455251
506,eirunepe,-6.6603,-69.8736,24.2,96,48,1.18,BR,1738455252
507,egilsstadir,65.2653,-14.3948,2.94,75,75,11.84,IS,1738455253
508,lompoc,34.6391,-120.4579,18.07,79,75,4.63,US,1738455032
509,tobelo,1.7284,128.0095,26.33,80,100,0.39,ID,1738455256
510,santo antonio,-6.3106,-35.4789,25.38,76,0,3.16,BR,1738455257
511,kuvandyk,51.4781,57.3552,-0.01,99,100,1.78,RU,1738455259
512,anadarko,35.0726,-98.2437,18.91,29,17,5.63,US,1738455261
513,isangel,-19.55,169.2667,25.3,88,100,7.73,VU,1738455262
514,mirny,62.5353,113.9611,-27.7,99,100,1.12,RU,1738455263
515,impfondo,1.6381,18.0667,27.34,35,99,0.93,CG,1738455266
516,bubaque,11.2833,-15.8333,26.07,50,0,7.73,GW,1738455268
517,cotronei,39.1582,16.7809,8.34,94,71,1.33,IT,1738455269
518,chegdomyn,51.1167,133.0167,-19.92,97,99,0.04,RU,1738455270
519,cimarron hills,38.8586,-104.6989,8.21,40,75,4.12,US,1738455272
520,port douglas,-16.4833,145.4667,27.71,83,97,2.88,AU,1738455273
521,ambodifotatra,-16.9833,49.85,27.68,77,100,1.6,MG,1738455275
522,beloyarskiy,63.7119,66.6722,-19.3,98,100,2.81,RU,1738455276
523,mukalla,14.5425,49.1242,20.67,72,6,1.73,YE,1738455279
524,porto novo,6.4965,2.6036,27.4,77,64,4.11,BJ,1738455280
525,santa ana,33.7456,-117.8678,22.11,52,20,3.6,US,1738455282
526,glenwood springs,39.5505,-107.3248,6.34,58,100,2.43,US,1738455283
527,itagi,-14.1628,-40.0061,21.7,96,34,1.44,BR,1738455284
528,tobruk,32.0836,23.9764,14.54,74,100,4.13,LY,1738455285
529,howard springs,-12.497,131.047,31.6,89,97,4.44,AU,1738455286
530,andilamena,-17.0167,48.5833,19.67,98,100,0.94,MG,1738455287
531,alpine,32.835,-116.7664,21.08,30,0,4.63,US,1738455288
532,madang,-5.2246,145.7966,28.69,74,100,2.11,PG,1738455289
533,voi,-3.3945,38.563,21.92,88,71,2.14,KE,1738455290
534,nieul-sur-mer,46.2058,-1.1645,2.03,93,0,1.54,FR,1738455292
535,tashtyp,52.7939,89.8983,-14.66,98,100,1.14,RU,1738455293
536,grande prairie,55.1667,-118.8027,-24.37,86,100,3.49,CA,1738455294
537,cidreira,-30.1811,-50.2056,24.0,86,1,3.97,BR,1738455109
538,soufriere,13.8562,-61.0566,26.78,33,20,9.26,LC,1738455296
539,kudymkar,59.0173,54.656,-0.48,95,100,3.89,RU,1738455297
540,pacasmayo,-7.4006,-79.5714,22.9,73,80,4.97,PE,1738455298
541,zeya,53.75,127.2667,-20.44,99,99,0.73,RU,1738455299
542,maues,-3.3836,-57.7186,23.9,97,94,1.43,BR,1738455301
543,pola de lena,43.1609,-5.8288,6.68,85,100,1.63,ES,1738455302
544,sinazongwe,-17.2614,27.4618,23.83,79,31,2.05,ZM,1738455303
545,atamyrat,37.8357,65.2106,2.7,61,0,2.25,TM,1738455304
546,zheshart,62.0731,49.5733,-2.12,98,100,1.94,RU,1738455306
547,yemva,62.59,50.8594,-5.38,99,98,1.66,RU,1738455307
548,kimbe,-5.5502,150.1429,31.08,64,98,1.68,PG,1738455309
